,Term,Attr Score
106,angiosarcoma,0.0
107,morphology,0.0
108,left_ventricle,0.0
109,parotid_gland,0.0
110,hypodense,0.0
111,acute,0.0
112,tumoral_calcinosis,0.0
113,diastrophic_dysplasia,0.0
114,right_lung,0.0
115,aneurysm,0.0
116,common_bile_duct,0.0
117,border,0.0
118,pseudocapsule,0.0
119,posterior,0.0
120,renal_vein,0.0
121,stricture,0.0
122,vascularity,0.0
123,irregular,0.0
124,chondromyxoid_fibroma,0.0
125,pilocytic_astrocytoma,0.0
126,complete,0.0
127,drainage,0.0
128,midgut,0.0
129,osteomalacia,0.0
130,hirschsprung_disease,0.0
131,sharp,0.0
132,typhlitis,0.0
133,residual,0.0
134,arteritis,0.0
135,infiltration,0.0
136,lymphadenitis,0.0
137,subluxation,0.0
138,patent,0.0
139,slipped_capital_femoral_epiphysis,0.0
140,renal_collecting_system,0.0
141,choriocarcinoma,0.0
142,tendon_sheath,0.0
143,homogeneous,0.0
144,density,0.0
145,several,0.0
146,procedure,0.0
147,total,0.0
148,endotracheal,0.0
149,transplantation,0.0
150,lipoblastomatosis,0.0
151,pulmonary_blastoma,0.0
152,flexion,0.0
153,pneumonia,0.0
154,developmental,0.0
155,long_bone,0.0
156,serous,0.0
157,bullet,0.0
158,clear_cell_chondrosarcoma,0.0
159,ganglioneuroma,0.0
160,complex,0.0
161,cervix,0.0
162,capillary_hemangioma,0.0
163,foregut,0.0
164,attenuation,0.0
165,spermatic_cord,0.0
166,epiploic_appendagitis,0.0
167,cavitary,0.0
168,bleeding,0.0
169,severe,0.0
170,enteritis,0.0
171,rhabdomyosarcoma,0.0
172,lipomatosis,0.0
173,autoimmune_disease,0.0
174,encephalitis,0.0
175,compression,0.0
176,synovium,0.0
177,arterio,0.0
178,neuropathic_joint,0.0
179,iatrogenic,0.0
180,chordoma,0.0
181,traumatic_synovitis,0.0
182,pneumopericardium,0.0
183,length,0.0
184,distal,0.0
185,stress,0.0
186,palate,0.0
187,arthropathy,0.0
188,capillary,0.0
189,left_coronary_artery,0.0
190,multilobulated,0.0
191,descending_aorta,0.0
192,chronic,0.0
193,chondrosarcoma,0.0
194,right,0.0
195,sagittal,0.0
196,sclerosing_osteomyelitis,0.0
197,basal_ganglia,0.0
198,vascular_malformation,0.0
199,madelung_deformity,0.0
200,sphenoid_bone,0.0
201,lytic,0.0
202,ankle,0.0
203,seronegative,0.0
204,ejaculatory_duct,0.0
205,rheumatic_disease,0.0
206,pleomorphic_xanthoastrocytoma,0.0
207,gonadal_dysgenesis,0.0
208,plasmacytoma,0.0
209,trunk,0.0
210,complication,0.0
211,articular,0.0
212,tarsal_coalition,0.0
213,vocal_cord,0.0
214,renal_cyst,0.0
215,suspected,0.0
216,third_ventricle,0.0
217,mucoepidermoid_carcinoma,0.0
218,hodgkin_lymphoma,0.0
219,large_bowel,0.0
220,fasciitis,0.0
221,neoplasm,0.0
222,suggestive,0.0
223,clavicle,0.0
224,fusion,0.0
225,forearm,0.0
226,aggressive,0.0
227,uterine_didelphys,0.0
228,gaucher_disease,0.0
229,branching,0.0
230,angular,0.0
231,foreign_object,0.0
232,patella,0.0
233,neuroenteric_cyst,0.0
234,sclerosis,0.0
235,kyphosis,0.0
236,diabetes,0.0
237,lesion,0.0
238,segment_of_aorta,0.0
239,gynecomastia,0.0
240,morquio_disease,0.0
241,paraganglioma,0.0
242,meningocele,0.0
243,lingual_tonsil,0.0
244,neonatal,0.0
245,calcifications,0.0
246,growth_retardation,0.0
247,tubercle,0.0
248,air_containing,0.0
249,interstitial_lung_disease,0.0
250,periosteal_reaction,0.0
251,flattened,0.0
252,hematoma,0.0
253,margin,0.0
254,coronary_arteries,0.0
255,urinoma,0.0
256,atherosclerosis,0.0
257,lymphadenopathy,0.0
258,left_atrium,0.0
259,mucinous,0.0
260,melanoma,0.0
261,adenoid,0.0
262,dural,0.0
263,fracture,0.0
264,leiomyoma,0.0
265,pericarditis,0.0
266,ependymal_cyst,0.0
267,projection,0.0
268,internal_hernia,0.0
269,kernicterus,0.0
270,intussusception,0.0
271,connective_tissue,0.0
272,aortic_arch,0.0
273,chondroblastoma,0.0
274,ganglion,0.0
275,pineocytoma,0.0
276,soft_tissue,0.0
277,large,0.0
278,myocardium,0.0
279,syphilis,0.0
280,utricle,0.0
281,skull,0.0
282,caffey_disease,0.0
283,sinuses,0.0
284,cancer,0.0
285,venous_thrombosis,0.0
286,ge_junction,0.0
287,hereditary,0.0
288,mesenteritis,0.0
289,sturge,0.0
290,fibrous,0.0
291,ruptured,0.0
292,pancreatitis,0.0
293,leukemia,0.0
294,prolapse,0.0
295,neurofibroma,0.0
296,acquired,0.0
297,osteosarcoma,0.0
298,enhancement,0.0
299,astrocytoma,0.0
300,hydrocele,0.0
301,tissue,0.0
302,tuberculosis,0.0
303,cholangiocarcinoma,0.0
304,thyroid_gland,0.0
305,myelofibrosis,0.0
306,appendicitis,0.0
307,thyroglossal_duct_cyst,0.0
308,glioblastoma_multiforme,0.0
309,pineoblastoma,0.0
310,hypoglycemia,0.0
311,dyskinesia,0.0
312,injury,0.0
313,intermediate,0.0
314,demineralization,0.0
315,skull_base,0.0
316,perforation,0.0
317,hemorrhage,0.0
318,foramen_of_monro,0.0
319,osseous,0.0
320,widened,0.0
321,atresia,0.0
322,epiglottis,0.0
323,fusiform,0.0
324,spina_bifida,0.0
325,leptomeningeal,0.0
326,tumor,0.0
327,advanced,0.0
328,psoriasis,0.0
329,grey_matter,0.0
330,ischemia,0.0
331,peritoneal_fluid,0.0
332,enhancement_pattern,0.0
333,arthritis,0.0
334,present,0.0
335,pylorospasm,0.0
336,hymen,0.0
337,hyperplasia,0.0
338,pulmonary_hemorrhage,0.0
339,total_anomalous_pulmonary_venous_return,0.0
340,duplication_cyst,0.0
341,thrombosis,0.0
342,nasopharynx,0.0
343,delayed,0.0
344,rectum,0.0
345,diaphragm,0.0
346,papilloma,0.0
347,avulsion_fracture,0.0
348,shoulder,0.0
349,meningitis,0.0
350,appendix,0.0
351,linear,0.0
352,ileus,0.0
353,midline,0.0
354,gastric_bypass,0.0
355,inverted,0.0
356,neurofibromatosis,0.0
357,symmetric,0.0
358,genetic,0.0
359,liposarcoma,0.0
360,tubular,0.0
361,solid,0.0
362,focal_nodular_hyperplasia,0.0
363,digits,0.0
364,patient_age,0.0
365,aortic_stenosis,0.0
366,embryonal_sarcoma,0.0
367,intracerebral,0.0
368,agenesis,0.0
369,intraperitoneal,0.0
370,sepsis,0.0
371,adrenal_gland,0.0
372,ossification,0.0
373,cystitis,0.0
374,meconium_ileus,0.0
375,ventral,0.0
376,rosai,0.0
377,polymicrogyria,0.0
378,frontal_sinus,0.0
379,smaller,0.0
380,epiglottitis,0.0
381,intraluminal,0.0
382,malabsorption,0.0
383,pneumatocele,0.0
384,fibula,0.0
385,solid_pseudopapillary_neoplasm,0.0
386,leiomyosarcoma,0.0
387,meckel_diverticulum,0.0
388,calcified,0.0
389,inadequate,0.0
390,kawasaki_disease,0.0
391,parenchyma,0.0
392,cystic_hygroma,0.0
393,pyriform_sinus,0.0
394,arachnoid_granulation,0.0
395,venous_fistula,0.0
396,pulmonary_edema,0.0
397,thickened,0.0
398,crossed,0.0
399,chondroid,0.0
400,avascular_necrosis,0.0
401,meconium,0.0
402,strain,0.0
403,varicocele,0.0
404,giant_cell_arteritis,0.0
405,lucent,0.0
406,duplication,0.0
407,narrowing,0.0
408,shallow,0.0
409,female,0.0
410,inferior,0.0
411,sheath,0.0
412,pulmonary_hypertension,0.0
413,transverse_myelitis,0.0
414,extraaxial,0.0
415,glomus_tumor,0.0
416,choroid_plexus_papilloma,0.0
417,mucinous_cystic_neoplasm,0.0
418,limited,0.0
419,portal_hypertension,0.0
420,nonossifying_fibroma,0.0
421,vasculitis,0.0
422,single,0.0
423,renal_failure,0.0
424,acromegaly,0.0
425,layered,0.0
426,clear_cell_sarcoma,0.0
427,thalassemia,0.0
428,periventricular,0.0
429,craniopharyngioma,0.0
430,mineralization,0.0
431,known,0.0
432,small_bowel,0.0
433,eventration,0.0
434,arachnoid_cyst,0.0
435,hypervascular,0.0
436,iliopsoas,0.0
437,coats_disease,0.0
438,sickle_cell_anemia,0.0
439,ileum,0.0
440,serous_cystadenoma,0.0
441,hemangioblastoma,0.0
442,deposition,0.0
443,ultrasound,0.0
444,scurvy,0.0
445,esophagitis,0.0
446,artery,0.0
447,infarct,0.0
448,dermoid_cyst,0.0
449,lateral,0.0
450,fossa_navicularis,0.0
451,malignant_otitis_externa,0.0
452,intervention,0.0
453,congenital,0.0
454,circle_of_willis,0.0
455,ossified,0.0
456,fistula,0.0
457,concave,0.0
458,white,0.0
459,germ_cell,0.0
460,psoriatic_arthritis,0.0
461,hypertrophic_pyloric_stenosis,0.0
462,gallstone_ileus,0.0
463,hematogenous_spread,0.0
464,right_shunt,0.0
465,second,0.0
466,nodule,0.0
467,oral_cavity,0.0
468,dysgenesis,0.0
469,infarction,0.0
470,hilum,0.0
471,subglottic_stenosis,0.0
472,pyelonephritis,0.0
473,middle,0.0
474,enchondromatosis,0.0
475,clinical_information,0.0
476,not_seen,0.0
477,diffusion,0.0
478,radiopaque,0.0
479,chiari_malformation,0.0
480,s_pouch,0.0
481,stomach,0.0
482,hammer,0.0
483,lymphatic_malformation,0.0
484,bilateral,0.0
485,pancreas,0.0
486,intramedullary,0.0
487,sling,0.0
488,regurgitation,0.0
489,pertussis,0.0
490,parathyroid,0.0
491,diameter,0.0
492,lateral_ventricle,0.0
493,plagiocephaly,0.0
494,denervation,0.0
495,ectopic,0.0
496,villous_adenoma,0.0
497,increased_intracranial_pressure,0.0
498,adult,0.0
499,eosinophilic_granuloma,0.0
500,chest,0.0
501,ureteral,0.0
502,renal_agenesis,0.0
503,concentric,0.0
504,probably,0.0
505,amount,0.0
506,child,0.0
507,elevated,0.0
508,optic_neuritis,0.0
509,feature,0.0
510,therapy,0.0
511,mesentery,0.0
512,synovitis,0.0
513,vertebral_body,0.0
514,narrowed,0.0
515,absence,0.0
516,anterior_mediastinum,0.0
517,rectal,0.0
518,surface,0.0
519,idiopathic,0.0
520,osteochondritis,0.0
521,stress_fracture,0.0
522,heterogeneous,0.0
523,displaced,0.0
524,microlithiasis,0.0
525,intrapulmonary,0.0
526,process,0.0
527,bicornuate_uterus,0.0
528,mps_iv,0.0
529,ectopic_gastric_mucosa,0.0
530,diverticulum,0.0
531,small,0.0
532,takayasu_arteritis,0.0
533,lithium,0.0
534,amyloidosis,0.0
535,edema,0.0
536,bowing,0.0
537,premature,0.0
538,osteochondroma,0.0
539,intertarsal,0.0
540,retention_cyst,0.0
541,non,0.0
542,benign_mixed_tumor,0.0
543,suprasellar,0.0
544,cavernous_hemangioma,0.0
545,inflammation,0.0
546,shape,0.0
547,renal_artery,0.0
548,finger,0.0
549,left_thyroid_lobe,0.0
550,necrotizing_fasciitis,0.0
551,dermatomyositis,0.0
552,ganglion_cyst,0.0
553,degenerative_disk_disease,0.0
554,empyema,0.0
555,supratentorial,0.0
556,ectopia,0.0
557,pneumonitis,0.0
558,possibly,0.0
559,rheumatoid_nodule,0.0
560,allergy,0.0
561,spine,0.0
562,coronal_suture,0.0
563,lissencephaly,0.0
564,nodular_ganglioneuroblastoma,0.0
565,copper,0.0
566,wegener_granulomatosis,0.0
567,tethered,0.0
568,round,0.0
569,intraventricular,0.0
570,separation,0.0
571,neurofibromatosis_type_1,0.0
572,fallen_fragment_sign,0.0
573,ankylosis,0.0
574,epidermoid_cyst,0.0
575,enlargement,0.0
576,hyperplastic,0.0
577,cerebral_palsy,0.0
578,maffucci_syndrome,0.0
579,left,0.0
580,mandible,0.0
581,abnormal,0.0
582,stroke,0.0
583,septic_arthritis,0.0
584,esophagus,0.0
585,reflux,0.0
586,heart,0.0
587,diverticulitis,0.0
588,patulous,0.0
589,interstitial,0.0
590,thymus,0.0
591,portal_vein,0.0
592,short,0.0
593,growth_plate,0.0
594,mesoblastic_nephroma,0.0
595,atypical,0.0
596,omentum,0.0
597,venous_congestion,0.0
598,abdominal,0.0
599,optic_nerve,0.0
600,unilocular,0.0
601,pregnancy,0.0
602,fingers,0.0
603,stent,0.0
604,up,0.0
605,supracondylar_process,0.0
606,caudal,0.0
607,permeative,0.0
608,porencephaly,0.0
609,subdural,0.0
610,insertion,0.0
611,external,0.0
612,pneumoconiosis,0.0
613,dilation,0.0
614,lateral_malleolus,0.0
615,taylor,0.0
616,medullary_nephrocalcinosis,0.0
617,muscle,0.0
618,meniscofemoral_ligament,0.0
619,vaginal,0.0
620,vein_of_galen,0.0
621,polyostotic_fibrous_dysplasia,0.0
622,cystic,0.0
623,rubella,0.0
624,arrhythmogenic_right_ventricular_dysplasia,0.0
625,ovarian_cyst,0.0
626,high_density,0.0
627,compartment_syndrome,0.0
628,anterolateral,0.0
629,mesothelioma,0.0
630,juvenile_xanthogranuloma,0.0
631,endometriosis,0.0
632,intrauterine,0.0
633,retinal_detachment,0.0
634,thymoma,0.0
635,calculus,0.0
636,histiocytosis_x,0.0
637,aortic_coarctation,0.0
638,thrombus,0.0
639,contralateral,0.0
640,deformity,0.0
641,previous,0.0
642,proximal,0.0
643,langerhans_cell_histiocytosis,0.0
644,central,0.0
645,myxoma,0.0
646,bright,0.0
647,right_lower_quadrant,0.0
648,retroperitoneum,0.0
649,morquio_syndrome,0.0
650,nephropathy,0.0
651,definite,0.0
652,ovaries,0.0
653,angle,0.0
654,sarcoma,0.0
655,perpendicular,0.0
656,retrograde_flow,0.0
657,neurogenic_bladder,0.0
658,babygram,0.0
659,adenitis,0.0
660,trauma,0.0
661,septal_defect,0.0
662,prominent,0.0
663,fibromuscular_dysplasia,0.0
664,bulky,0.0
665,teratoma,0.0
666,angioplasty,0.0
667,fibroma,0.0
668,newborn,0.0
669,surgery,0.0
670,collapse,0.0
671,periosteal_osteosarcoma,0.0
672,tetralogy_of_fallot,0.0
673,medial,0.0
674,pulmonary_alveolar_proteinosis,0.0
675,developmental_venous_anomaly,0.0
676,multifocal,0.0
677,abdomen,0.0
678,parotid,0.0
679,enlarged,0.0
680,multilocular,0.0
681,punctate,0.0
682,ureterocele,0.0
683,aspiration,0.0
684,regional,0.0
685,ulnar,0.0
686,paralysis,0.0
687,unicameral_bone_cyst,0.0
688,meningioma,0.0
689,left_subclavian_artery,0.0
690,benign,0.0
691,chyle,0.0
692,neonatal_small_left_colon_syndrome,0.0
693,dorfman_disease,0.0
694,chondrodysplasia,0.0
695,bladder,0.0
696,retinopathy_of_prematurity,0.0
697,defined,0.0
698,multilocular_cystic_renal_tumor,0.0
699,yolk_sac_tumor,0.0
700,posterior_fossa,0.0
701,ostium,0.0
702,coalition,0.0
703,simple,0.0
704,eccentric,0.0
705,globe,0.0
706,cerebellum,0.0
707,tibia,0.0
708,normal_variant,0.0
709,arteriovenous_fistula,0.0
710,multiple_sclerosis,0.0
711,invasive,0.0
712,trachea,0.0
713,hamartoma,0.0
714,radiation_therapy,0.0
715,blount_disease,0.0
716,sinusitis,0.0
717,polyp,0.0
718,cystic_nephroma,0.0
719,first,0.0
720,silver,0.0
721,hemorrhagic,0.0
722,mitral_valve,0.0
723,vessels,0.0
724,liver_disease,0.0
725,cortex,0.0
726,reversible,0.0
727,heart_failure,0.0
728,myometrium,0.0
729,fat_containing,0.0
730,polycythemia_vera,0.0
731,kaposiform_hemangioendothelioma,0.0
732,hemarthrosis,0.0
733,obstruction,0.0
734,pleomorphic_adenoma,0.0
735,radial,0.0
736,metastasis,0.0
737,emphysema,0.0
738,skeletal_survey,0.0
739,choroid_plexus_carcinoma,0.0
740,thorax,0.0
741,ulcerative_colitis,0.0
742,possible,0.0
743,uterus_didelphys,0.0
744,ovary,0.0
745,lipoma,0.0
746,fracture_dislocation,0.0
747,fragmentation,0.0
748,clear_cell_carcinoma,0.0
749,intracranial,0.0
750,synovial_sarcoma,0.0
751,rupture,0.0
752,inhalation,0.0
753,decreased,0.0
754,dilated,0.0
755,dislocation,0.0
756,cervical_spine,0.0
757,hemangioma,0.0
758,typical,0.0
759,malignant,0.0
760,hernia,0.0
761,croup,0.0
762,fallopian_tube,0.0
763,calcification,0.0
764,buckle_fracture,0.0
765,lupus,0.0
766,medium,0.0
767,apert_syndrome,0.0
768,growth,0.0
769,hormone,0.0
770,myositis,0.0
771,encephalomalacia,0.0
772,flap_tear,0.0
773,uhl_anomaly,0.0
774,trisomy_18,0.0
775,cartilaginous,0.0
776,achalasia,0.0
777,dissection,0.0
778,giant_cell_tumor,0.0
779,progressive,0.0
780,cystic_disease,0.0
781,medullary_sponge_kidney,0.0
782,primary_sclerosing_cholangitis,0.0
783,right_atrium,0.0
784,simple_bone_cyst,0.0
785,osteoporosis,0.0
786,ankylosing_spondylitis,0.0
787,femoral_epiphysis,0.0
788,hepatoblastoma,0.0
789,angiomyolipoma,0.0
790,atrophy,0.0
791,ranula,0.0
792,adjacent,0.0
793,squamous_cell_carcinoma,0.0
794,mucocele,0.0
795,proliferation,0.0
796,atherectomy,0.0
797,high_grade,0.0
798,synovial_cyst,0.0
799,sacrum,0.0
800,metatarsal,0.0
801,mixed,0.0
802,round_mass,0.0
803,osteomyelitis,0.0
804,rhabdomyoma,0.0
805,certain,0.0
806,follow,0.0
807,ascending_aorta,0.0
808,epiphyseal_plate,0.0
809,splenectomy,0.0
810,lymphangiectasia,0.0
811,nasal_glioma,0.0
812,parosteal_osteosarcoma,0.0
813,tuber,0.0
814,radiolucent,0.0
815,fourth,0.0
816,atria,0.0
817,torticollis,0.0
818,heterogenous,0.0
819,bones,0.0
820,femoral,0.0
821,radial_head,0.0
822,horseshoe_kidney,0.0
823,testicle,0.0
824,chemotherapy,0.0
825,right_flank,0.0
826,embryonal_cell_carcinoma,0.0
827,hepatoma,0.0
828,cartilage,0.0
829,architectural_distortion,0.0
830,tuber_cinereum,0.0
831,noncalcified,0.0
832,blood,0.0
833,organ,0.0
834,heart_disease,0.0
835,osgood,0.0
836,perineuroma,0.0
837,sphenoid_sinus,0.0
838,facial_bones,0.0
839,functional,0.0
840,extraperitoneal,0.0
841,urachus,0.0
842,joint,0.0
843,pneumomediastinum,0.0
844,adenomatous,0.0
845,loop_obstruction,0.0
846,central_nervous_system,0.0
847,hibernoma,0.0
848,chiari,0.0
849,choroid_plexus,0.0
850,vascular_disease,0.0
851,thymic_cyst,0.0
852,hemangioendothelioma,0.0
853,upper_gi,0.0
854,uncertain,0.0
855,orbital_pseudotumor,0.0
856,bacterial_infection,0.0
857,rheumatoid_arthritis,0.0
858,barium_enema,0.0
859,mouth,0.0
860,germ_cell_neoplasm,0.0
861,hyperextension_injury,0.0
862,child_abuse,0.0
863,peptic_ulcer,0.0
864,cerebellar_white_matter,0.0
865,mucopolysaccharidosis,0.0
866,pulmonary_vein,0.0
867,adenoma,0.0
868,enhancing,0.0
869,adamantinoma,0.0
870,eosinophilic_gastroenteritis,0.0
871,synostosis,0.0
872,artifact,0.0
873,urethral,0.0
874,gray_matter,0.0
875,truncus,0.0
876,cholangitis,0.0
877,arteriovenous_malformation,0.0
878,infectious_arthritis,0.0
879,lungs,0.0
880,partially,0.0
881,sialadenitis,0.0
882,hypertrophy,0.0
883,subsegmental,0.0
884,internal_jugular_vein,0.0
885,airspace,0.0
886,carcinomatosis,0.0
887,thyroid,0.0
888,right_ventricle,0.0
889,lymphoproliferative_disorder,0.0
890,innominate_artery,0.0
891,repair,0.0
892,ossifying_fibroma,0.0
893,testis,0.0
894,bronchus,0.0
895,hyperdense,0.0
896,hepatomegaly,0.0
897,central_neurocytoma,0.0
898,paraspinal,0.0
899,encephalopathy,0.0
900,terminal_ileum,0.0
901,fully,0.0
902,neural_tissue,0.0
903,contusion,0.0
904,cystic_fibrosis,0.0
905,ununited,0.0
906,cecum,0.0
907,carcinoma,0.0
908,peritoneal_cavity,0.0
909,wrist,0.0
910,solitary_bone_cyst,0.0
911,scalp,0.0
912,peripheral,0.0
913,intramural,0.0
914,meniscus,0.0
915,inferior_vena_cava,0.0
916,sigmoid_colon,0.0
917,displacement,0.0
918,doppler,0.0
919,anterior_urethra,0.0
920,pigmented_villonodular_synovitis,0.0
921,graft,0.0
922,neuropathy,0.0
923,fluid,0.0
924,stenosis,0.0
925,segmental,0.0
926,lingual_thyroid,0.0
927,diastrophic_dwarfism,0.0
928,sclerosing,0.0
929,osteonecrosis,0.0
930,thickening,0.0
931,turner_syndrome,0.0
932,subarachnoid_space,0.0
933,hyperintense,0.0
934,fatty,0.0
935,valve,0.0
936,to,0.0
937,femur,0.0
938,kidney,0.0
939,brown,0.0
940,sella,0.0
941,colon,0.0
942,oligemia,0.0
943,metaphysis,0.0
944,pneumothorax,0.0
945,well,0.0
946,gland,0.0
947,melorheostosis,0.0
948,pick_disease,0.0
949,brain,0.0
950,papillary_necrosis,0.0
951,transplacental,0.0
952,thyroiditis,0.0
953,adenocarcinoma,0.0
954,ependymoma,0.0
955,osteosclerosis,0.0
956,schlatter_disease,0.0
957,thinning,0.0
958,infiltrative,0.0
959,histiocytosis,0.0
960,incomplete,0.0
961,spleen,0.0
962,femoral_neck,0.0
963,pachygyria,0.0
964,communicating_hydrocephalus,0.0
965,demyelinating_disease,0.0
966,periostitis,0.0
967,fibrosis,0.0
968,arteries,0.0
969,after,0.0
970,count,0.0
971,pleura,0.0
972,synchondrosis,0.0
973,polyarteritis_nodosa,0.0
974,tuberculous_arthritis,0.0
975,scleroderma,0.0
976,aerated,0.0
977,left_lower_lobe,0.0
978,wilms_tumor,0.0
979,third,0.0
980,aortopulmonary_window,0.0
981,nasal,0.0
982,tuberosity,0.0
983,upper,0.0
984,superficial,0.0
985,choledochal_cyst,0.0
986,intratesticular,0.0
987,intra,0.0
988,congenital_malformation,0.0
989,respiratory,0.0
990,airway,0.0
991,cardiac_failure,0.0
992,lumen,0.0
993,regression,0.0
994,radius,0.0
995,mr_imaging,0.0
996,hemangiomatosis,0.0
997,septate,0.0
998,renal_cell_carcinoma,0.0
999,brainstem,0.0
1000,may_be,0.0
1001,seminal_vesicle,0.0
1002,adenopathy,0.0
1003,plateau,0.0
1004,polymyositis,0.0
1005,mesenchymal_chondrosarcoma,0.0
1006,asthma,0.0
1007,infection,0.0
1008,umbilicus,0.0
1009,sponge,0.0
1010,hypointensity,0.0
1011,rhabdoid_tumor,0.0
1012,osteoid_osteoma,0.0
1013,multiple_myeloma,0.0
1014,hemithorax,0.0
1015,atelectasis,0.0
1016,keratosis_obturans,0.0
1017,hemosiderosis,0.0
1018,follow_up,0.0
1019,spondylolysis,0.0
1020,gastroenteritis,0.0
1021,meconium_plug,0.0
1022,subclavian_artery,0.0
1023,myxoid_liposarcoma,0.0
1024,cortical,0.0
1025,rapid,0.0
1026,hypoplastic_left_heart_syndrome,0.0
1027,breast_cancer,0.0
1028,hepatocellular_carcinoma,0.0
1029,major,0.0
1030,pneumatosis,0.0
1031,neonatal_hepatitis,0.0
1032,distance,0.0
1033,hemangiopericytoma,0.0
1034,splint,0.0
1035,aorta,0.0
1036,mediastinum,0.0
1037,low_grade,0.0
1038,neonate,0.0
1039,healed,0.0
1040,diagnosis,0.0
1041,nephrolithiasis,0.0
1042,effusion,0.0
1043,sarcoidosis,0.0
1044,septum_pellucidum,0.0
1045,nerve,0.0
1046,ectasia,0.0
1047,plasma_cell_granuloma,0.0
1048,pleomorphic,0.0
1049,intact,0.0
1050,cirrhosis,0.0
1051,bowel,0.0
1052,malignancy,0.0
1053,gastric_carcinoma,0.0
1054,osteopetrosis,0.0
1055,persistent_fetal_circulation,0.0
1056,lumbar_spine,0.0
1057,scoliosis,0.0
1058,celiac_disease,0.0
1059,central_enhancement,0.0
1060,ray,0.0
1061,lymphosarcoma,0.0
1062,function,0.0
1063,normal,0.0
1064,csf_flow,0.0
1065,chondrolysis,0.0
1066,hyperparathyroidism,0.0
1067,veins,0.0
1068,demyelination,0.0
1069,testes,0.0
1070,necrosis,0.0
1071,necrotizing_enterocolitis,0.0
1072,pelvis,0.0
1073,lymph_node,0.0
1074,enchondroma,0.0
1075,granuloma,0.0
1076,distension,0.0
1077,occlusion,0.0
1078,obstructed,0.0
1079,carpus,0.0
1080,physis,0.0
1081,fever,0.0
1082,infant,0.0
1083,pelvic_inflammatory_disease,0.0
1084,transverse,0.0
1085,pancreatic_duct,0.0
1086,bronchiectasis,0.0
1087,mesenchymal_hamartoma,0.0
1088,increased,0.0
1089,marked,0.0
1090,hurler_syndrome,0.0
1091,colitis,0.0
1092,dysembryoplastic_neuroepithelial_tumor,0.0
1093,spasm,0.0
1094,closed,0.0
1095,phase,0.0
1096,location,0.0
1097,diagnostic,0.0
1098,venous_malformation,0.0
1099,tuberous_sclerosis,0.0
1100,diffuse,0.0
1101,liver,0.0
1102,biopsy,0.0
1103,neoplasma,0.0
1104,tubular_structure,0.0
1105,anterior_cruciate_ligament,0.0
1106,germinoma,0.0
1107,lacunar_skull,0.0
1108,carcinoid,0.0
1109,origin,0.0
1110,calcium,0.0
1111,spiculated,0.0
1112,lymphoid_hyperplasia,0.0
