,Term,Attr Score
97,vessel,0.0
98,bone_cyst,0.0
99,cystic_partially_differentiated_nephroblastoma,0.0
100,talus,0.0
101,cellulitis,0.0
102,coarctation,0.0
103,protein,0.0
104,bile_duct,0.0
105,dorsal,0.0
106,tonsillitis,0.0
107,lower_extremities,0.0
108,malrotation,0.0
109,colloid_cyst,0.0
110,neurenteric_cyst,0.0
111,pheochromocytoma,0.0
112,narrow,0.0
113,congenital_diaphragmatic_hernia,0.0
114,osteolysis,0.0
115,incarcerated_hernia,0.0
116,spinal_cord,0.0
117,fused,0.0
118,anterior,0.0
119,cardiomyopathy,0.0
120,vagina,0.0
121,avascular,0.0
122,dermoid,0.0
123,ventricular_septum,0.0
124,hypovascular,0.0
125,fibrous_dysplasia,0.0
126,synovial_osteochondromatosis,0.0
127,phytobezoar,0.0
128,angiosarcoma,0.0
129,morphology,0.0
130,left_ventricle,0.0
131,parotid_gland,0.0
132,hypodense,0.0
133,acute,0.0
134,tumoral_calcinosis,0.0
135,diastrophic_dysplasia,0.0
136,right_lung,0.0
137,aneurysm,0.0
138,common_bile_duct,0.0
139,border,0.0
140,pseudocapsule,0.0
141,posterior,0.0
142,renal_vein,0.0
143,stricture,0.0
144,vascularity,0.0
145,irregular,0.0
146,chondromyxoid_fibroma,0.0
147,pilocytic_astrocytoma,0.0
148,complete,0.0
149,drainage,0.0
150,midgut,0.0
151,osteomalacia,0.0
152,hirschsprung_disease,0.0
153,sharp,0.0
154,typhlitis,0.0
155,residual,0.0
156,arteritis,0.0
157,infiltration,0.0
158,lymphadenitis,0.0
159,subluxation,0.0
160,patent,0.0
161,slipped_capital_femoral_epiphysis,0.0
162,renal_collecting_system,0.0
163,choriocarcinoma,0.0
164,tendon_sheath,0.0
165,homogeneous,0.0
166,density,0.0
167,several,0.0
168,procedure,0.0
169,total,0.0
170,endotracheal,0.0
171,transplantation,0.0
172,lipoblastomatosis,0.0
173,pulmonary_blastoma,0.0
174,flexion,0.0
175,pneumonia,0.0
176,developmental,0.0
177,long_bone,0.0
178,serous,0.0
179,bullet,0.0
180,clear_cell_chondrosarcoma,0.0
181,ganglioneuroma,0.0
182,complex,0.0
183,cervix,0.0
184,capillary_hemangioma,0.0
185,foregut,0.0
186,attenuation,0.0
187,spermatic_cord,0.0
188,epiploic_appendagitis,0.0
189,cavitary,0.0
190,bleeding,0.0
191,severe,0.0
192,enteritis,0.0
193,lipomatosis,0.0
194,autoimmune_disease,0.0
195,encephalitis,0.0
196,compression,0.0
197,synovium,0.0
198,arterio,0.0
199,neuropathic_joint,0.0
200,iatrogenic,0.0
201,chordoma,0.0
202,traumatic_synovitis,0.0
203,pneumopericardium,0.0
204,length,0.0
205,distal,0.0
206,stress,0.0
207,palate,0.0
208,arthropathy,0.0
209,capillary,0.0
210,left_coronary_artery,0.0
211,multilobulated,0.0
212,descending_aorta,0.0
213,right,0.0
214,sagittal,0.0
215,sclerosing_osteomyelitis,0.0
216,basal_ganglia,0.0
217,vascular_malformation,0.0
218,madelung_deformity,0.0
219,sphenoid_bone,0.0
220,lytic,0.0
221,ankle,0.0
222,seronegative,0.0
223,ejaculatory_duct,0.0
224,rheumatic_disease,0.0
225,pleomorphic_xanthoastrocytoma,0.0
226,gonadal_dysgenesis,0.0
227,plasmacytoma,0.0
228,trunk,0.0
229,complication,0.0
230,articular,0.0
231,tarsal_coalition,0.0
232,vocal_cord,0.0
233,renal_cyst,0.0
234,suspected,0.0
235,third_ventricle,0.0
236,mucoepidermoid_carcinoma,0.0
237,hodgkin_lymphoma,0.0
238,large_bowel,0.0
239,fasciitis,0.0
240,neoplasm,0.0
241,suggestive,0.0
242,clavicle,0.0
243,fusion,0.0
244,forearm,0.0
245,aggressive,0.0
246,uterine_didelphys,0.0
247,gaucher_disease,0.0
248,branching,0.0
249,angular,0.0
250,foreign_object,0.0
251,patella,0.0
252,neuroenteric_cyst,0.0
253,sclerosis,0.0
254,kyphosis,0.0
255,diabetes,0.0
256,lesion,0.0
257,segment_of_aorta,0.0
258,gynecomastia,0.0
259,morquio_disease,0.0
260,paraganglioma,0.0
261,meningocele,0.0
262,lingual_tonsil,0.0
263,neonatal,0.0
264,growth_retardation,0.0
265,tubercle,0.0
266,air_containing,0.0
267,interstitial_lung_disease,0.0
268,periosteal_reaction,0.0
269,flattened,0.0
270,margin,0.0
271,coronary_arteries,0.0
272,urinoma,0.0
273,atherosclerosis,0.0
274,lymphadenopathy,0.0
275,left_atrium,0.0
276,mucinous,0.0
277,melanoma,0.0
278,adenoid,0.0
279,dural,0.0
280,fracture,0.0
281,leiomyoma,0.0
282,pericarditis,0.0
283,ependymal_cyst,0.0
284,projection,0.0
285,internal_hernia,0.0
286,kernicterus,0.0
287,intussusception,0.0
288,connective_tissue,0.0
289,aortic_arch,0.0
290,chondroblastoma,0.0
291,ganglion,0.0
292,pineocytoma,0.0
293,soft_tissue,0.0
294,large,0.0
295,myocardium,0.0
296,syphilis,0.0
297,utricle,0.0
298,skull,0.0
299,caffey_disease,0.0
300,cancer,0.0
301,venous_thrombosis,0.0
302,ge_junction,0.0
303,hereditary,0.0
304,mesenteritis,0.0
305,sturge,0.0
306,fibrous,0.0
307,ruptured,0.0
308,pancreatitis,0.0
309,leukemia,0.0
310,prolapse,0.0
311,neurofibroma,0.0
312,acquired,0.0
313,osteosarcoma,0.0
314,enhancement,0.0
315,astrocytoma,0.0
316,hydrocele,0.0
317,tissue,0.0
318,tuberculosis,0.0
319,cholangiocarcinoma,0.0
320,thyroid_gland,0.0
321,myelofibrosis,0.0
322,appendicitis,0.0
323,thyroglossal_duct_cyst,0.0
324,glioblastoma_multiforme,0.0
325,pineoblastoma,0.0
326,hypoglycemia,0.0
327,dyskinesia,0.0
328,injury,0.0
329,intermediate,0.0
330,demineralization,0.0
331,skull_base,0.0
332,perforation,0.0
333,foramen_of_monro,0.0
334,osseous,0.0
335,widened,0.0
336,atresia,0.0
337,epiglottis,0.0
338,fusiform,0.0
339,spina_bifida,0.0
340,leptomeningeal,0.0
341,advanced,0.0
342,psoriasis,0.0
343,grey_matter,0.0
344,ischemia,0.0
345,peritoneal_fluid,0.0
346,enhancement_pattern,0.0
347,arthritis,0.0
348,present,0.0
349,pylorospasm,0.0
350,hymen,0.0
351,hyperplasia,0.0
352,pulmonary_hemorrhage,0.0
353,total_anomalous_pulmonary_venous_return,0.0
354,duplication_cyst,0.0
355,thrombosis,0.0
356,nasopharynx,0.0
357,delayed,0.0
358,diaphragm,0.0
359,papilloma,0.0
360,avulsion_fracture,0.0
361,shoulder,0.0
362,meningitis,0.0
363,appendix,0.0
364,linear,0.0
365,ileus,0.0
366,midline,0.0
367,gastric_bypass,0.0
368,inverted,0.0
369,neurofibromatosis,0.0
370,symmetric,0.0
371,genetic,0.0
372,tubular,0.0
373,solid,0.0
374,focal_nodular_hyperplasia,0.0
375,digits,0.0
376,patient_age,0.0
377,aortic_stenosis,0.0
378,embryonal_sarcoma,0.0
379,intracerebral,0.0
380,agenesis,0.0
381,intraperitoneal,0.0
382,sepsis,0.0
383,adrenal_gland,0.0
384,ossification,0.0
385,cystitis,0.0
386,meconium_ileus,0.0
387,ventral,0.0
388,rosai,0.0
389,polymicrogyria,0.0
390,frontal_sinus,0.0
391,smaller,0.0
392,epiglottitis,0.0
393,intraluminal,0.0
394,malabsorption,0.0
395,pneumatocele,0.0
396,fibula,0.0
397,solid_pseudopapillary_neoplasm,0.0
398,leiomyosarcoma,0.0
399,meckel_diverticulum,0.0
400,calcified,0.0
401,inadequate,0.0
402,kawasaki_disease,0.0
403,parenchyma,0.0
404,cystic_hygroma,0.0
405,pyriform_sinus,0.0
406,arachnoid_granulation,0.0
407,venous_fistula,0.0
408,pulmonary_edema,0.0
409,thickened,0.0
410,crossed,0.0
411,chondroid,0.0
412,avascular_necrosis,0.0
413,meconium,0.0
414,strain,0.0
415,varicocele,0.0
416,giant_cell_arteritis,0.0
417,lucent,0.0
418,duplication,0.0
419,narrowing,0.0
420,shallow,0.0
421,female,0.0
422,inferior,0.0
423,sheath,0.0
424,pulmonary_hypertension,0.0
425,transverse_myelitis,0.0
426,extraaxial,0.0
427,glomus_tumor,0.0
428,choroid_plexus_papilloma,0.0
429,mucinous_cystic_neoplasm,0.0
430,limited,0.0
431,portal_hypertension,0.0
432,nonossifying_fibroma,0.0
433,vasculitis,0.0
434,rickets,0.0
435,single,0.0
436,renal_failure,0.0
437,acromegaly,0.0
438,layered,0.0
439,thalassemia,0.0
440,dysplasia,0.0
441,periventricular,0.0
442,craniopharyngioma,0.0
443,mineralization,0.0
444,known,0.0
445,small_bowel,0.0
446,eventration,0.0
447,arachnoid_cyst,0.0
448,hypervascular,0.0
449,iliopsoas,0.0
450,coats_disease,0.0
451,sickle_cell_anemia,0.0
452,ileum,0.0
453,serous_cystadenoma,0.0
454,hemangioblastoma,0.0
455,deposition,0.0
456,ultrasound,0.0
457,scurvy,0.0
458,esophagitis,0.0
459,artery,0.0
460,infarct,0.0
461,dermoid_cyst,0.0
462,lateral,0.0
463,fossa_navicularis,0.0
464,malignant_otitis_externa,0.0
465,intervention,0.0
466,congenital,0.0
467,circle_of_willis,0.0
468,ossified,0.0
469,fistula,0.0
470,concave,0.0
471,white,0.0
472,germ_cell,0.0
473,psoriatic_arthritis,0.0
474,hypertrophic_pyloric_stenosis,0.0
475,gallstone_ileus,0.0
476,hematogenous_spread,0.0
477,right_shunt,0.0
478,second,0.0
479,nodule,0.0
480,oral_cavity,0.0
481,dysgenesis,0.0
482,infarction,0.0
483,hilum,0.0
484,subglottic_stenosis,0.0
485,pyelonephritis,0.0
486,middle,0.0
487,enchondromatosis,0.0
488,clinical_information,0.0
489,not_seen,0.0
490,diffusion,0.0
491,radiopaque,0.0
492,chiari_malformation,0.0
493,s_pouch,0.0
494,stomach,0.0
495,hammer,0.0
496,lymphatic_malformation,0.0
497,bilateral,0.0
498,pancreas,0.0
499,intramedullary,0.0
500,sling,0.0
501,regurgitation,0.0
502,pertussis,0.0
503,parathyroid,0.0
504,diameter,0.0
505,lateral_ventricle,0.0
506,plagiocephaly,0.0
507,denervation,0.0
508,ectopic,0.0
509,villous_adenoma,0.0
510,increased_intracranial_pressure,0.0
511,adult,0.0
512,eosinophilic_granuloma,0.0
513,chest,0.0
514,ureteral,0.0
515,renal_agenesis,0.0
516,concentric,0.0
517,probably,0.0
518,amount,0.0
519,child,0.0
520,optic_neuritis,0.0
521,feature,0.0
522,therapy,0.0
523,mesentery,0.0
524,synovitis,0.0
525,vertebral_body,0.0
526,narrowed,0.0
527,absence,0.0
528,anterior_mediastinum,0.0
529,rectal,0.0
530,surface,0.0
531,idiopathic,0.0
532,osteochondritis,0.0
533,stress_fracture,0.0
534,heterogeneous,0.0
535,displaced,0.0
536,microlithiasis,0.0
537,intrapulmonary,0.0
538,process,0.0
539,bicornuate_uterus,0.0
540,mps_iv,0.0
541,ectopic_gastric_mucosa,0.0
542,diverticulum,0.0
543,small,0.0
544,takayasu_arteritis,0.0
545,lithium,0.0
546,amyloidosis,0.0
547,edema,0.0
548,bowing,0.0
549,premature,0.0
550,osteochondroma,0.0
551,intertarsal,0.0
552,retention_cyst,0.0
553,non,0.0
554,benign_mixed_tumor,0.0
555,suprasellar,0.0
556,cavernous_hemangioma,0.0
557,inflammation,0.0
558,shape,0.0
559,renal_artery,0.0
560,finger,0.0
561,left_thyroid_lobe,0.0
562,necrotizing_fasciitis,0.0
563,dermatomyositis,0.0
564,ganglion_cyst,0.0
565,degenerative_disk_disease,0.0
566,empyema,0.0
567,supratentorial,0.0
568,ectopia,0.0
569,pneumonitis,0.0
570,possibly,0.0
571,rheumatoid_nodule,0.0
572,allergy,0.0
573,spine,0.0
574,coronal_suture,0.0
575,lissencephaly,0.0
576,nodular_ganglioneuroblastoma,0.0
577,copper,0.0
578,wegener_granulomatosis,0.0
579,tethered,0.0
580,round,0.0
581,intraventricular,0.0
582,separation,0.0
583,neurofibromatosis_type_1,0.0
584,fallen_fragment_sign,0.0
585,ankylosis,0.0
586,epidermoid_cyst,0.0
587,enlargement,0.0
588,hyperplastic,0.0
589,cerebral_palsy,0.0
590,maffucci_syndrome,0.0
591,left,0.0
592,mandible,0.0
593,abnormal,0.0
594,stroke,0.0
595,septic_arthritis,0.0
596,esophagus,0.0
597,reflux,0.0
598,heart,0.0
599,diverticulitis,0.0
600,patulous,0.0
601,interstitial,0.0
602,thymus,0.0
603,portal_vein,0.0
604,short,0.0
605,growth_plate,0.0
606,mesoblastic_nephroma,0.0
607,atypical,0.0
608,omentum,0.0
609,venous_congestion,0.0
610,abdominal,0.0
611,optic_nerve,0.0
612,unilocular,0.0
613,pregnancy,0.0
614,fingers,0.0
615,stent,0.0
616,up,0.0
617,supracondylar_process,0.0
618,caudal,0.0
619,permeative,0.0
620,porencephaly,0.0
621,subdural,0.0
622,insertion,0.0
623,external,0.0
624,pneumoconiosis,0.0
625,dilation,0.0
626,lateral_malleolus,0.0
627,taylor,0.0
628,medullary_nephrocalcinosis,0.0
629,muscle,0.0
630,meniscofemoral_ligament,0.0
631,vaginal,0.0
632,vein_of_galen,0.0
633,polyostotic_fibrous_dysplasia,0.0
634,rubella,0.0
635,arrhythmogenic_right_ventricular_dysplasia,0.0
636,ovarian_cyst,0.0
637,high_density,0.0
638,compartment_syndrome,0.0
639,anterolateral,0.0
640,mesothelioma,0.0
641,juvenile_xanthogranuloma,0.0
642,endometriosis,0.0
643,intrauterine,0.0
644,retinal_detachment,0.0
645,thymoma,0.0
646,calculus,0.0
647,histiocytosis_x,0.0
648,aortic_coarctation,0.0
649,thrombus,0.0
650,contralateral,0.0
651,deformity,0.0
652,previous,0.0
653,proximal,0.0
654,langerhans_cell_histiocytosis,0.0
655,central,0.0
656,myxoma,0.0
657,bright,0.0
658,right_lower_quadrant,0.0
659,retroperitoneum,0.0
660,morquio_syndrome,0.0
661,nephropathy,0.0
662,definite,0.0
663,ovaries,0.0
664,angle,0.0
665,perpendicular,0.0
666,retrograde_flow,0.0
667,neurogenic_bladder,0.0
668,babygram,0.0
669,adenitis,0.0
670,trauma,0.0
671,septal_defect,0.0
672,prominent,0.0
673,fibromuscular_dysplasia,0.0
674,bulky,0.0
675,teratoma,0.0
676,angioplasty,0.0
677,fibroma,0.0
678,newborn,0.0
679,surgery,0.0
680,collapse,0.0
681,periosteal_osteosarcoma,0.0
682,tetralogy_of_fallot,0.0
683,medial,0.0
684,pulmonary_alveolar_proteinosis,0.0
685,developmental_venous_anomaly,0.0
686,multifocal,0.0
687,abdomen,0.0
688,parotid,0.0
689,enlarged,0.0
690,multilocular,0.0
691,punctate,0.0
692,ureterocele,0.0
693,aspiration,0.0
694,regional,0.0
695,ulnar,0.0
696,paralysis,0.0
697,unicameral_bone_cyst,0.0
698,meningioma,0.0
699,left_subclavian_artery,0.0
700,benign,0.0
701,chyle,0.0
702,neonatal_small_left_colon_syndrome,0.0
703,dorfman_disease,0.0
704,chondrodysplasia,0.0
705,bladder,0.0
706,retinopathy_of_prematurity,0.0
707,defined,0.0
708,multilocular_cystic_renal_tumor,0.0
709,yolk_sac_tumor,0.0
710,posterior_fossa,0.0
711,ostium,0.0
712,coalition,0.0
713,simple,0.0
714,eccentric,0.0
715,globe,0.0
716,cerebellum,0.0
717,tibia,0.0
718,normal_variant,0.0
719,arteriovenous_fistula,0.0
720,multiple_sclerosis,0.0
721,invasive,0.0
722,trachea,0.0
723,hamartoma,0.0
724,radiation_therapy,0.0
725,blount_disease,0.0
726,sinusitis,0.0
727,polyp,0.0
728,cystic_nephroma,0.0
729,first,0.0
730,silver,0.0
731,hemorrhagic,0.0
732,mitral_valve,0.0
733,vessels,0.0
734,liver_disease,0.0
735,cortex,0.0
736,reversible,0.0
737,heart_failure,0.0
738,myometrium,0.0
739,fat_containing,0.0
740,polycythemia_vera,0.0
741,kaposiform_hemangioendothelioma,0.0
742,hemarthrosis,0.0
743,obstruction,0.0
744,pleomorphic_adenoma,0.0
745,radial,0.0
746,emphysema,0.0
747,skeletal_survey,0.0
748,choroid_plexus_carcinoma,0.0
749,thorax,0.0
750,ulcerative_colitis,0.0
751,possible,0.0
752,uterus_didelphys,0.0
753,ovary,0.0
754,lipoma,0.0
755,fracture_dislocation,0.0
756,fragmentation,0.0
757,clear_cell_carcinoma,0.0
758,intracranial,0.0
759,synovial_sarcoma,0.0
760,rupture,0.0
761,inhalation,0.0
762,decreased,0.0
763,dilated,0.0
764,dislocation,0.0
765,cervical_spine,0.0
766,hemangioma,0.0
767,typical,0.0
768,malignant,0.0
769,hernia,0.0
770,croup,0.0
771,fallopian_tube,0.0
772,calcification,0.0
773,buckle_fracture,0.0
774,lupus,0.0
775,apert_syndrome,0.0
776,growth,0.0
777,hormone,0.0
778,myositis,0.0
779,encephalomalacia,0.0
780,flap_tear,0.0
781,uhl_anomaly,0.0
782,trisomy_18,0.0
783,cartilaginous,0.0
784,achalasia,0.0
785,dissection,0.0
786,giant_cell_tumor,0.0
787,progressive,0.0
788,cystic_disease,0.0
789,medullary_sponge_kidney,0.0
790,primary_sclerosing_cholangitis,0.0
791,epidermoid,0.0
792,right_atrium,0.0
793,simple_bone_cyst,0.0
794,osteoporosis,0.0
795,ankylosing_spondylitis,0.0
796,femoral_epiphysis,0.0
797,hepatoblastoma,0.0
798,angiomyolipoma,0.0
799,atrophy,0.0
800,ranula,0.0
801,squamous_cell_carcinoma,0.0
802,mucocele,0.0
803,proliferation,0.0
804,atherectomy,0.0
805,high_grade,0.0
806,synovial_cyst,0.0
807,sacrum,0.0
808,metatarsal,0.0
809,mixed,0.0
810,round_mass,0.0
811,rhabdomyoma,0.0
812,certain,0.0
813,follow,0.0
814,ascending_aorta,0.0
815,epiphyseal_plate,0.0
816,splenectomy,0.0
817,lymphangiectasia,0.0
818,nasal_glioma,0.0
819,parosteal_osteosarcoma,0.0
820,tuber,0.0
821,radiolucent,0.0
822,fourth,0.0
823,atria,0.0
824,torticollis,0.0
825,heterogenous,0.0
826,bones,0.0
827,femoral,0.0
828,radial_head,0.0
829,horseshoe_kidney,0.0
830,testicle,0.0
831,chemotherapy,0.0
832,right_flank,0.0
833,embryonal_cell_carcinoma,0.0
834,hepatoma,0.0
835,cartilage,0.0
836,architectural_distortion,0.0
837,tuber_cinereum,0.0
838,noncalcified,0.0
839,blood,0.0
840,organ,0.0
841,heart_disease,0.0
842,osgood,0.0
843,perineuroma,0.0
844,sphenoid_sinus,0.0
845,facial_bones,0.0
846,functional,0.0
847,extraperitoneal,0.0
848,urachus,0.0
849,joint,0.0
850,pneumomediastinum,0.0
851,adenomatous,0.0
852,loop_obstruction,0.0
853,central_nervous_system,0.0
854,hibernoma,0.0
855,chiari,0.0
856,choroid_plexus,0.0
857,vascular_disease,0.0
858,thymic_cyst,0.0
859,hemangioendothelioma,0.0
860,upper_gi,0.0
861,uncertain,0.0
862,orbital_pseudotumor,0.0
863,bacterial_infection,0.0
864,rheumatoid_arthritis,0.0
865,barium_enema,0.0
866,mouth,0.0
867,germ_cell_neoplasm,0.0
868,hyperextension_injury,0.0
869,child_abuse,0.0
870,peptic_ulcer,0.0
871,cerebellar_white_matter,0.0
872,mucopolysaccharidosis,0.0
873,pulmonary_vein,0.0
874,adenoma,0.0
875,adamantinoma,0.0
876,eosinophilic_gastroenteritis,0.0
877,synostosis,0.0
878,artifact,0.0
879,urethral,0.0
880,gray_matter,0.0
881,truncus,0.0
882,cholangitis,0.0
883,arteriovenous_malformation,0.0
884,infectious_arthritis,0.0
885,lungs,0.0
886,partially,0.0
887,sialadenitis,0.0
888,hypertrophy,0.0
889,subsegmental,0.0
890,internal_jugular_vein,0.0
891,airspace,0.0
892,carcinomatosis,0.0
893,thyroid,0.0
894,right_ventricle,0.0
895,lymphoproliferative_disorder,0.0
896,innominate_artery,0.0
897,repair,0.0
898,ossifying_fibroma,0.0
899,testis,0.0
900,bronchus,0.0
901,hyperdense,0.0
902,hepatomegaly,0.0
903,central_neurocytoma,0.0
904,paraspinal,0.0
905,encephalopathy,0.0
906,terminal_ileum,0.0
907,fully,0.0
908,neural_tissue,0.0
909,contusion,0.0
910,cystic_fibrosis,0.0
911,ununited,0.0
912,cecum,0.0
913,carcinoma,0.0
914,peritoneal_cavity,0.0
915,wrist,0.0
916,solitary_bone_cyst,0.0
917,scalp,0.0
918,peripheral,0.0
919,intramural,0.0
920,meniscus,0.0
921,inferior_vena_cava,0.0
922,sigmoid_colon,0.0
923,displacement,0.0
924,doppler,0.0
925,anterior_urethra,0.0
926,pigmented_villonodular_synovitis,0.0
927,graft,0.0
928,neuropathy,0.0
929,fluid,0.0
930,stenosis,0.0
931,segmental,0.0
932,lingual_thyroid,0.0
933,diastrophic_dwarfism,0.0
934,sclerosing,0.0
935,osteonecrosis,0.0
936,turner_syndrome,0.0
937,subarachnoid_space,0.0
938,hyperintense,0.0
939,fatty,0.0
940,valve,0.0
941,to,0.0
942,femur,0.0
943,kidney,0.0
944,brown,0.0
945,sella,0.0
946,colon,0.0
947,oligemia,0.0
948,metaphysis,0.0
949,pneumothorax,0.0
950,well,0.0
951,gland,0.0
952,melorheostosis,0.0
953,pick_disease,0.0
954,brain,0.0
955,papillary_necrosis,0.0
956,transplacental,0.0
957,thyroiditis,0.0
958,adenocarcinoma,0.0
959,ependymoma,0.0
960,osteosclerosis,0.0
961,schlatter_disease,0.0
962,thinning,0.0
963,infiltrative,0.0
964,histiocytosis,0.0
965,incomplete,0.0
966,spleen,0.0
967,femoral_neck,0.0
968,pachygyria,0.0
969,communicating_hydrocephalus,0.0
970,demyelinating_disease,0.0
971,periostitis,0.0
972,fibrosis,0.0
973,arteries,0.0
974,after,0.0
975,count,0.0
976,pleura,0.0
977,synchondrosis,0.0
978,polyarteritis_nodosa,0.0
979,tuberculous_arthritis,0.0
980,scleroderma,0.0
981,aerated,0.0
982,left_lower_lobe,0.0
983,wilms_tumor,0.0
984,third,0.0
985,aortopulmonary_window,0.0
986,nasal,0.0
987,tuberosity,0.0
988,upper,0.0
989,superficial,0.0
990,choledochal_cyst,0.0
991,intratesticular,0.0
992,intra,0.0
993,congenital_malformation,0.0
994,respiratory,0.0
995,airway,0.0
996,cardiac_failure,0.0
997,lumen,0.0
998,regression,0.0
999,radius,0.0
1000,mr_imaging,0.0
1001,hemangiomatosis,0.0
1002,septate,0.0
1003,renal_cell_carcinoma,0.0
1004,brainstem,0.0
1005,may_be,0.0
1006,seminal_vesicle,0.0
1007,adenopathy,0.0
1008,plateau,0.0
1009,polymyositis,0.0
1010,mesenchymal_chondrosarcoma,0.0
1011,asthma,0.0
1012,infection,0.0
1013,umbilicus,0.0
1014,sponge,0.0
1015,hypointensity,0.0
1016,rhabdoid_tumor,0.0
1017,osteoid_osteoma,0.0
1018,multiple_myeloma,0.0
1019,hemithorax,0.0
1020,atelectasis,0.0
1021,keratosis_obturans,0.0
1022,hemosiderosis,0.0
1023,follow_up,0.0
1024,spondylolysis,0.0
1025,gastroenteritis,0.0
1026,meconium_plug,0.0
1027,subclavian_artery,0.0
1028,myxoid_liposarcoma,0.0
1029,cortical,0.0
1030,rapid,0.0
1031,hypoplastic_left_heart_syndrome,0.0
1032,breast_cancer,0.0
1033,hepatocellular_carcinoma,0.0
1034,major,0.0
1035,pneumatosis,0.0
1036,neonatal_hepatitis,0.0
1037,distance,0.0
1038,hemangiopericytoma,0.0
1039,splint,0.0
1040,aorta,0.0
1041,mediastinum,0.0
1042,low_grade,0.0
1043,neonate,0.0
1044,healed,0.0
1045,diagnosis,0.0
1046,nephrolithiasis,0.0
1047,effusion,0.0
1048,sarcoidosis,0.0
1049,septum_pellucidum,0.0
1050,nerve,0.0
1051,ectasia,0.0
1052,plasma_cell_granuloma,0.0
1053,pleomorphic,0.0
1054,intact,0.0
1055,cirrhosis,0.0
1056,bowel,0.0
1057,malignancy,0.0
1058,gastric_carcinoma,0.0
1059,osteopetrosis,0.0
1060,persistent_fetal_circulation,0.0
1061,lumbar_spine,0.0
1062,scoliosis,0.0
1063,celiac_disease,0.0
1064,central_enhancement,0.0
1065,ray,0.0
1066,lymphosarcoma,0.0
1067,function,0.0
1068,normal,0.0
1069,csf_flow,0.0
1070,chondrolysis,0.0
1071,hyperparathyroidism,0.0
1072,veins,0.0
1073,demyelination,0.0
1074,testes,0.0
1075,necrosis,0.0
1076,necrotizing_enterocolitis,0.0
1077,pelvis,0.0
1078,lymph_node,0.0
1079,enchondroma,0.0
1080,granuloma,0.0
1081,distension,0.0
1082,occlusion,0.0
1083,obstructed,0.0
1084,multiple,0.0
1085,carpus,0.0
1086,physis,0.0
1087,fever,0.0
1088,infant,0.0
1089,pelvic_inflammatory_disease,0.0
1090,transverse,0.0
1091,pancreatic_duct,0.0
1092,bronchiectasis,0.0
1093,mesenchymal_hamartoma,0.0
1094,increased,0.0
1095,marked,0.0
1096,hurler_syndrome,0.0
1097,colitis,0.0
1098,dysembryoplastic_neuroepithelial_tumor,0.0
1099,spasm,0.0
1100,closed,0.0
1101,phase,0.0
1102,location,0.0
1103,diagnostic,0.0
1104,venous_malformation,0.0
1105,tuberous_sclerosis,0.0
1106,diffuse,0.0
1107,biopsy,0.0
1108,neoplasma,0.0
1109,tubular_structure,0.0
1110,anterior_cruciate_ligament,0.0
1111,germinoma,0.0
