L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,size,covered
RadLex entity,property,imaging procedure property,imaging purpose,,,,,,,,1,0
RadLex entity,procedure,marking for intervention,,,,,,,,,1,0
RadLex entity,procedure,treatment,interventional radiology procedure,dilation of structure,balloon dilation of structure,,,,,,1,0
RadLex entity,procedure,treatment,surgical procedure,cardiovascular surgery,atherectomy,,,,,,1,0
RadLex entity,procedure,treatment,vascular treatment procedure,thrombolysis,,,,,,,1,0
RadLex entity,procedure,treatment,interventional radiology procedure,temporary occlusion,,,,,,,1,0
RadLex entity,procedure,treatment,repair,,,,,,,,1,0
RadLex entity,Radlex descriptor,width descriptor,narrow,,,,,,,,1,0
RadLex entity,procedure,shunt creation,,,,,,,,,1,0
RadLex entity,Radlex descriptor,imaging procedure descriptor,substance administration attribute,route of administration,injection,direct injection,,,,,1,0
RadLex entity,procedure,treatment,brachytherapy,,,,,,,,1,0
RadLex entity,property,patient position,prone position,,,,,,,,1,0
RadLex entity,property,patient position,decubitus position,right lateral decubitus position,,,,,,,1,0
RadLex entity,property,patient position,decubitus position,left lateral decubitus position,,,,,,,1,0
RadLex entity,property,patient position,decubitus position,dorsal decubitus position,,,,,,,1,0
RadLex entity,property,patient position,extension position,hyperextension position,,,,,,,1,0
RadLex entity,property,patient position,flexion position,hyperflexion position,,,,,,,1,0
RadLex entity,property,patient position,flexion position,partial flexion position,,,,,,,1,0
RadLex entity,property,patient position,patient rotation position,external rotation position,,,,,,,1,0
RadLex entity,property,patient position,patient rotation position,internal rotation position,,,,,,,1,0
RadLex entity,property,patient position,patient rotation position,lateral rotation position,,,,,,,1,0
RadLex entity,property,patient position,patient rotation position,medial rotation position,,,,,,,1,0
RadLex entity,property,patient position,lateral supine position,,,,,,,,1,0
RadLex entity,property,patient position,decubitus position,lateral decubitus position,,,,,,,1,0
RadLex entity,property,patient position,oblique position,left anterior oblique position,,,,,,,1,0
RadLex entity,property,patient position,oblique position,left posterior oblique position,,,,,,,1,0
RadLex entity,property,patient position,oblique position,right anterior oblique position,,,,,,,1,0
RadLex entity,property,patient position,oblique position,right posterior oblique position,,,,,,,1,0
RadLex entity,property,patient position,deviation position,radial deviation position,,,,,,,1,0
RadLex entity,property,patient position,deviation position,ulnar deviation position,,,,,,,1,0
RadLex entity,property,patient position,lordotic position,,,,,,,,1,0
RadLex entity,property,patient position,neutral position,,,,,,,,1,0
RadLex entity,property,patient position,open mouth position,,,,,,,,1,0
RadLex entity,property,patient position,sitting position,,,,,,,,1,0
RadLex entity,property,patient position,standing position,,,,,,,,1,0
RadLex entity,property,patient position,upright position,,,,,,,,1,0
RadLex entity,property,patient position,shoulder extension,,,,,,,,1,0
RadLex entity,property,patient position,ventral position,,,,,,,,1,0
RadLex entity,property,patient position,held position,,,,,,,,1,0
RadLex entity,Radlex descriptor,imaging procedure descriptor,patient orientation,head first orientation,,,,,,,1,0
RadLex entity,Radlex descriptor,imaging procedure descriptor,patient orientation,feet first orientation,,,,,,,1,0
RadLex entity,property,patient maneuver,augmentation maneuver,,,,,,,,1,0
RadLex entity,property,patient maneuver,compression of tissue,,,,,,,,1,0
RadLex entity,property,patient maneuver,breathing maneuver,exhalation maneuver,,,,,,,1,0
RadLex entity,property,patient maneuver,breathing maneuver,inspiration maneuver,,,,,,,1,0
RadLex entity,property,patient maneuver,temporal tap,,,,,,,,1,0
RadLex entity,property,patient maneuver,Valsalva maneuver,,,,,,,,1,0
RadLex entity,property,patient maneuver,straining maneuver,,,,,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,musculoskeletal stress maneuver,,,,,,1,0
RadLex entity,property,patient maneuver,Mueller maneuver,,,,,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,exercise stress maneuver,treadmill exercise,Naughton protocol exercise,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,exercise stress maneuver,treadmill exercise,Bruce protocol exercise,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,exercise stress maneuver,treadmill exercise,modified Bruce protocol exercise,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,exercise stress maneuver,bicycle exercise,leg pedaling exercise,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,exercise stress maneuver,bicycle exercise,arm pedaling exercise,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,cardiac pacing stress,,,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,cold pressor stress,,,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,physiological stress,exercise stress maneuver,hand exercises,,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,pharmacologic stress,adenosine stress,,,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,pharmacologic stress,dipyridamole stress,,,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,pharmacologic stress,dobutamine stress,,,,,,1,0
RadLex entity,property,patient maneuver,stress maneuver,mental stress,,,,,,,1,0
RadLex entity,property,patient maneuver,breathing maneuver,no breathhold instruction,,,,,,,1,0
RadLex entity,property,patient maneuver,breathing maneuver,continuous breathing maneuver,deep breaths,,,,,,1,0
RadLex entity,property,patient maneuver,breathing maneuver,continuous breathing maneuver,shallow breaths,,,,,,1,0
RadLex entity,property,patient maneuver,breathing maneuver,breathing suspension,inspiratory breathhold instruction,,,,,,1,0
RadLex entity,property,patient maneuver,breathing maneuver,breathing suspension,expiratory breathhold instruction,active expiration,,,,,1,0
RadLex entity,property,patient maneuver,breathing maneuver,breathing suspension,expiratory breathhold instruction,end expiration,,,,,1,0
RadLex entity,property,patient maneuver,breast maneuver,rolled lateral,,,,,,,1,0
RadLex entity,property,patient maneuver,breast maneuver,rolled medial,,,,,,,1,0
RadLex entity,property,patient maneuver,breast maneuver,rolled inferior,,,,,,,1,0
RadLex entity,property,patient maneuver,breast maneuver,rolled superior,,,,,,,1,0
RadLex entity,property,patient maneuver,breast maneuver,implant displaced,,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,AP axial oblique projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,AP axial projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,axial projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,axiolateral projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,caudocranial projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,craniocaudal projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,frontal projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,inferosuperior axial projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,lateral projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,lateromedial projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,lateromedial oblique projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,mediolateral projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,mediolateral oblique projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,oblique projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,PA axial oblique projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,PA axial projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,panoramic projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,superoinferior axial projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiographic projection,superolateral to inferomedial oblique projection,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiography grid,focused grid,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiography grid,parallel grid,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiography grid,criss-cross grid,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiography grid,moving grid,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiography grid,fixed grid,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiography filter,compensation filter,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiography filter,wedge filter,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiography filter,beam-shaping filter,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiation exposure measure,entrance skin exposure,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiation exposure measure,entrance air KERMA,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiation exposure measure,dose area product,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiation exposure measure,KERMA area product,,,,,,1,0
RadLex entity,property,imaging procedure property,radiography procedure attribute,radiation exposure measure,radiation dose estimate,entrance skin dose,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,scanning direction,cephalocaudad,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,scanning direction,caudocephalad,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,scan trigger method,fixed delay scan,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,scan trigger method,automatic bolus tracking,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,automatic bolus tracking attribute,site of region of interest for measuring contrast enhancement,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,automatic bolus tracking attribute,monitoring delay,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,automatic bolus tracking attribute,interval for monitoring scans,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,automatic bolus tracking attribute,threshold enhancement for trigger,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,automatic bolus tracking attribute,upper limit trigger time,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,scan trigger method,test bolus technique,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT exposure control method,angular tube current modulation,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT exposure control method,longitudinal tube current modulation,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT exposure control method,angular longitudinal tube current modulation,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT detector configuration,multi-detector row configuration,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT detector configuration,single-detector row configuration,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT detector configuration,flat panel detector configuration,,,,,1,0
RadLex entity,object,medical object,medical device,CT detector,Xenon ionization chamber,,,,,,1,0
RadLex entity,object,medical object,medical device,CT detector,solid-state crystal scintillation detector,,,,,,1,0
RadLex entity,object,medical object,medical device,CT detector,solid-state ceramic scintillation detector,,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT motion mode,stationary,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT motion mode,rotating,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT motion mode,translation,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT motion mode,scanning electron beam,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT scan mode,CT projection radiograph,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT scan mode,helical scan mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,CT procedure attribute,CT scan mode,axial scan mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,dynamic CT attribute,CT reconstruction method,analytical reconstruction,approximate reconstruction,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,dynamic CT attribute,CT reconstruction method,analytical reconstruction,exact reconstruction,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,dynamic CT attribute,CT reconstruction method,iterative reconstruction,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,dynamic CT attribute,CT reconstruction filter,smooth kernel,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,dynamic CT attribute,CT reconstruction filter,sharp kernel,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,birdcage coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,solenoid coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,planar surface coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,chimney coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,butterfly coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,saddle coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,single turn solenoid coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,Helmholtz coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,TEM coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,Litz coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil geometry,antenna coil,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil transmission mode,linear transmission mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil transmission mode,circularly polarized transmission mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil transmission mode,transmit array,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil transmission mode,single-tuned transmission mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil transmission mode,dual-tuned transmission mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil detection mode,linear detection mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil detection mode,circularly polarized detection mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil detection mode,receiver array,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil detection mode,single-tuned detection mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR coil detection mode,dual-tuned detection mode,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,inversion recovery,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,saturation recovery,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,T2 prep,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,T2 star prep,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spectral saturation,fat saturation,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spectral saturation,water saturation,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spectral saturation,silicone saturation,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spectral inversion,fat inversion,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spectral inversion,water inversion,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spectral inversion,silicone inversion,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,magnetization transfer,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,tagging,spatial saturation,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spin labeling,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,driven equilibrium,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,two-dimensional selective radiofrequency pulse,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,non-spatially selective radiofrequency pulse,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spatial-spectral RF pulse,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,tagging pulse,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,motion-encoding gradient,flow-sensitizing gradient,velocity-encoding gradient,bipolar gradient,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,motion-encoding gradient,flow-sensitizing gradient,acceleration-encoding gradient,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,motion-encoding gradient,diffusion weighting,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,motion-encoding gradient,cyclic encoding gradient,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,gradient moment nulling,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spin lock,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,refocusing of all gradients,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,refocusing of selected gradients within one TR interval,refocusing of the gradients in a subsequent TR interval,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spoiling of transverse magnetization,radiofrequency spoiling,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR preparation or modification technique,spoiling of transverse magnetization,gradient spoiling,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR echo type,gradient echo,conventional gradient echo,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR echo type,gradient echo,fast gradient echo,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR echo type,gradient echo,gradient and spin echo,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR echo type,echo planar,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR echo type,spin echo,fast-spin echo,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR echo type,spin echo,conventional spin echo,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,Cartesian k-space trajectory,sequential k-space trajectory,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,Cartesian k-space trajectory,echo planar k-space trajectory,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,Cartesian k-space trajectory,centric k-space trajectory,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,Cartesian k-space trajectory,reverse centric k-space trajectory,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,Cartesian k-space trajectory,elliptical centric k-space trajectory,recessed elliptical centric k-space trajectory,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,Cartesian k-space trajectory,elliptical centric k-space trajectory,reversed elliptical centric k-space trajectory,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,non-Cartesian k-space trajectory,radial k-space trajectory,stack of stars k-space trajectory,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,non-Cartesian k-space trajectory,radial k-space trajectory,VIPR k-space trajectory,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,non-Cartesian k-space trajectory,spiral k-space trajectory,stack of spirals k-space trajectory,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,non-Cartesian k-space trajectory,rings k-space trajectory,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,non-Cartesian k-space trajectory,cones k-space trajectory,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,non-Cartesian k-space trajectory,shells k-space trajectory,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space trajectory,hybrid k-space trajectory,PROPELLER,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space segmentation,k-space unsegmented,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,k-space segmentation,k-space segmented,,,,,1,0
RadLex entity,object,medical object,medical device,filter,k-space filter,radial filter,anti-ringing filter,,,,1,0
RadLex entity,object,medical object,medical device,filter,k-space filter,radial filter,elliptical filter,,,,1,0
RadLex entity,object,medical object,medical device,filter,k-space filter,radial filter,Fermi filter,,,,1,0
RadLex entity,object,medical object,medical device,filter,k-space filter,separable filter,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR tissue contrast attribute,intermediate weighted,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR tissue contrast attribute,T1 weighted,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR tissue contrast attribute,T2 weighted,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR tissue contrast attribute,T2* weighted,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR tissue contrast attribute,T2/T1 weighted,,,,,1,0
RadLex entity,property,imaging procedure property,cross-sectional procedure attribute,MR procedure attribute,MR tissue contrast attribute,diffusion weighted,,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,flexible coil,,,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,multinuclear coil,,,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,biopsy coil,,,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,microscopy coil,,,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,internally inserted coil,endoluminal coil,endorectal coil,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,internally inserted coil,endovascular coil,,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,internally inserted coil,interventional coil,,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,radiofrequency coil,transmit-receive radiofrequency coil,primary transmit-receive coil,,,,1,0
RadLex entity,object,medical object,medical device,magnetic resonance imaging coil,radiofrequency coil,transmit radiofrequency coil,localized transmit coil,,,,1,0
